comp,func,coef,pvals
lowISG,RELB,5.242569654596828,3.330619783872077e-7
lowISG,TCF7,4.739075406556234,1.3631842596439087e-5
lowISG,BACH2,3.6713887974087847,2.476908080333138e-5
lowISG,TBX21,7.548803983295251,3.8376596461932586e-5
lowISG,SPIB,6.029138672471241,8.828233126325918e-5
lowISG,STAT4,3.376638374637508,1.1588390031156941e-4
lowISG,IRF4,5.522264100940698,1.265067614245811e-4
lowISG,POU2F2,8.03494521278608,1.4774727825079488e-4
lowISG,RELA,5.899824583992251,1.5212460315152757e-4
lowISG,MAF,3.40347181350542,1.7635978743692004e-4
lowISG,E2F7,2.3734704385395737,2.0023175439257864e-4
lowISG,BCL6,-3.5215106951000745,2.550926478507875e-4
lowISG,TP73,3.1651104287661305,2.614298203508375e-4
lowISG,RBPJ,5.817300994911369,2.738903557457822e-4
lowISG,ETS1,4.285318929523617,3.6317207616132593e-4
lowISG,NFATC1,3.6020188947347194,3.873450131534515e-4
lowISG,PAX5,3.5855511792541526,3.923544559581828e-4
lowISG,PBX2,3.886801539277237,5.199553763252883e-4
lowISG,HMBOX1,-3.7147724398259054,5.90277237267143e-4
lowISG,ELF1,3.1429424317565653,6.874245559358391e-4
lowISG,NFKB1,6.155560093326494,8.719214046499213e-4
lowISG,BCL11A,3.5398253060907248,9.043121195014024e-4
lowISG,EBF1,3.920399676069256,0.0010384012430216974
lowISG,MYBL2,3.1702350637481933,0.0010911104122521607
lowISG,TCF7L2,2.5034743251481544,0.001274718764150555
lowISG,REL,2.595323255858273,0.0015919020493281358
lowISG,IRF2,3.504320798046896,0.0016016126195757161
lowISG,NFATC2,1.8860244372261636,0.001760238529228691
lowISG,ETS2,2.7481403526537256,0.001964443313873723
lowISG,BACH1,2.3024699152584924,0.0020548712957949426
lowISG,MEF2B,2.499717815704442,0.002226879718585089
lowISG,MEF2C,3.7035314238379593,0.0033164556027463145
lowISG,SOX11,2.6025091024348783,0.003488966117053796
lowISG,NFKB2,-2.018578709625534,0.0035074885439325128
lowISG,TCF3,2.1010197165114217,0.0037616822975010235
lowISG,RUNX1,2.8527732667719206,0.004297850158899007
lowISG,IRF1,2.929644080439131,0.00488234864494621
lowISG,EOMES,1.9638498375047688,0.005022846892494754
lowISG,BHLHE40,-2.5122769954714017,0.005101056281897302
lowISG,AHR,3.5380479630443253,0.006477347632975366
lowISG,LYL1,4.726501356452565,0.006674433734717193
lowISG,PROX1,2.340609480377267,0.006677801728945362
lowISG,SOX10,1.930679197635526,0.006681267500718769
lowISG,NR2F1,3.0269239450562466,0.0068176683105165715
lowISG,BHLHE22,-2.7447888611129274,0.006960745006904564
lowISG,GATA3,2.640510226825049,0.007363261557454411
lowISG,STAT1,4.542432707353586,0.007371363174442649
lowISG,USF2,2.062003412912571,0.007562059556882855
lowISG,JUN,3.5171628485613615,0.0076247424906210086
lowISG,MEIS1,3.302544384240009,0.007680235442707627
lowISG,NFYB,2.1166744426456354,0.007727178658346899
lowISG,ELK4,1.5316474009690308,0.00794767872208837
lowISG,RARA,2.0448555904809482,0.008293661589346765
lowISG,KLF9,2.993726713924458,0.008509359116155394
lowISG,TCF4,3.5616453175456932,0.00864183952146676
lowISG,HNF4A,-3.0822254524757438,0.00867174521690458
lowISG,ATF2,1.7846212148098808,0.008950568417670406
lowISG,E2F1,4.193166328276014,0.00895811591894725
lowISG,ARID3A,2.2234984392255708,0.009137473598844075
lowISG,PKNOX1,1.570916562156023,0.00932014904410734
lowISG,FOS,2.4102347616604964,0.009358398306746328
lowISG,NR2F2,-1.4357174078807367,0.009519654059966898
lowISG,RUNX3,1.7263952929756843,0.0098444048767173
lowISG,RFXANK,3.4097554457956547,0.00999040319047697
lowISG,RFXAP,3.4097554457956547,0.00999040319047697
lowISG,CREB1,1.9379244368761999,0.010421172216214282
lowISG,FOXM1,2.3353311561332237,0.010445097303241536
lowISG,NFYA,1.4513238753645363,0.01058317780799552
lowISG,POU2F1,1.9295338676890463,0.010635561642871012
lowISG,KLF6,2.122373927793361,0.010994358734695649
lowISG,TP53,2.5452987596118812,0.011271209519842422
lowISG,RUNX2,3.3678513701091166,0.011408270054752602
lowISG,CTCFL,2.4525358550795398,0.012138392656422591
lowISG,MYCN,2.4808690933870015,0.012279617777121336
lowISG,RFX5,3.1901343783456606,0.012875088073090072
lowISG,IKZF1,3.5999318566738436,0.012977650245362387
lowISG,GATA1,-1.566143258697159,0.013366508462085517
lowISG,PAX8,1.5321888500350638,0.014204672592030539
lowISG,NEUROD1,1.932699145726775,0.01422729037385667
lowISG,STAT5B,1.815392137159432,0.01501325101979616
lowISG,ELF5,1.2272082896195637,0.01610906877949954
lowISG,LHX2,1.8934922876927092,0.01615879833868388
lowISG,MAFF,2.4438163085028046,0.016709635379547665
lowISG,PRDM14,3.771557057711581,0.017213187011892596
lowISG,FOXL2,1.6824330962261616,0.017772494363446453
lowISG,E2F3,2.1925595664600026,0.01943336902564612
lowISG,SOX2,5.9554504929777075,0.020643826247068217
lowISG,PRDM1,1.797883763589267,0.021108193392779223
lowISG,POU5F1,2.9741609350731175,0.021454886159007508
lowISG,ELF3,2.026286303124773,0.021653902521486083
lowISG,PDX1,2.5603059589152806,0.022344692723163962
lowISG,WT1,1.2854001975046798,0.02283886748380934
lowISG,OTX2,1.9140135224496029,0.023461043340137558
lowISG,SMAD3,1.8798947754916395,0.023900687128940574
lowISG,FOXP1,-5.277978150309685,0.024676696677636372
lowISG,SMAD2,2.2980702877651797,0.026260872189379485
lowISG,ETV4,2.152484316658694,0.02732404496656184
lowISG,FOXP2,-1.5938364532420066,0.027741740023393434
lowISG,SRF,1.3975417104815697,0.027921339525050076
lowISG,SMAD1,2.029828288989792,0.02864214007941061
lowISG,THAP11,2.181198192492971,0.02870153525254573
lowISG,NFIC,-1.396320440748621,0.028785874506052536
lowISG,HOXA9,1.7831149158895192,0.030038994168664335
lowISG,MEF2A,4.51380550042749,0.030055567560243288
lowISG,ZBED1,1.1823484983550112,0.030533865157511036
lowISG,EGR1,2.1317277230493437,0.031173322725888394
lowISG,KDM5B,1.8911788804820382,0.032049460745200944
lowISG,ATF6,-1.776517897966882,0.033228696747853725
lowISG,ZNF217,1.941087622604107,0.033245523726945725
lowISG,MEIS2,2.9544905599580966,0.03433312718947144
lowISG,MAFK,2.4557894439667836,0.03449798215445763
lowISG,ZNF740,2.2629559603995344,0.03544626427583258
lowISG,SSRP1,-2.319849004506217,0.03554700484021957
lowISG,KMT2A,4.421341342555655,0.035912559379478
lowISG,JUNB,1.7377167725084413,0.038646597461840085
lowISG,ESR1,1.6657750010484504,0.03918413386979884
lowISG,NCOR2,-2.1973782407530438,0.03919437367664988
lowISG,TEAD1,4.6464812961757955,0.039676272034559784
lowISG,SPI1,3.9029522357088218,0.04155849781223658
lowISG,PBX3,2.217936465332995,0.04158430763839025
lowISG,HSF1,-1.3845433749725058,0.04276433109564652
lowISG,TAF1,3.221921239747447,0.04370952842932053
lowISG,ONECUT1,2.6094120577105113,0.04392877661901793
lowISG,NCOA2,3.114663281425143,0.04471658070344704
lowISG,ZNF263,-4.2442866574812195,0.04483553396901325
lowISG,USF1,1.416413690760515,0.04502971437099375
lowISG,KLF1,1.7208036316014415,0.0465045283775718
lowISG,TWIST1,1.1851802522743646,0.04872216246664771
lowISG,SOX6,1.8048649705358342,0.049143612936576445
lowISG,ASCL1,1.4645499181516812,0.04933423735308893
lowISG,MAFB,2.8956790988060943,0.0495568185000987
highISG,IRF9,6.264652996325846,6.327447598058938e-7
highISG,STAT2,9.774520245680584,1.442098546668421e-6
highISG,RELB,4.702950645634482,1.8514347479554895e-5
highISG,STAT1,8.09478864510581,1.1184994933016082e-4
highISG,TCF7,4.408888283626945,2.2256214642230613e-4
highISG,ELK4,2.5853336349385785,2.4283668000493183e-4
highISG,IRF1,4.535681766109896,3.0441897469769537e-4
highISG,ELF5,2.2567413700195758,3.170324956493217e-4
highISG,IRF2,4.6179356689435345,4.168444153250297e-4
highISG,BACH1,3.0244737154108012,5.79246032940461e-4
highISG,KLF4,2.6235414003451654,0.0019210841304895217
highISG,TP53,3.6070609294881573,0.002363602219271881
highISG,BACH2,2.65115208161526,0.003918839960391688
highISG,MYBL2,3.113884110847164,0.0043723141941749335
highISG,WT1,1.8805626140834857,0.0047918645716597
highISG,SSRP1,-3.6290078523986207,0.005548472596952628
highISG,NR2F2,-1.7634490342800357,0.006049723951023034
highISG,TCF25,4.115795879667777,0.006881876176364602
highISG,NFKB1,5.426567989306086,0.00819840316476264
highISG,ATF2,2.0759096264487313,0.008361657051594584
highISG,RELA,4.408651688424379,0.008557541294342108
highISG,DNMT3B,-2.1942962032909765,0.008635808193386838
highISG,NFKB2,-2.0487326731283613,0.00900050221327567
highISG,NFYA,1.6838096037737813,0.010084276871044025
highISG,CREB1,2.215906866604998,0.010928728254164024
highISG,TCF7L2,2.1574845612254725,0.012366929920180765
highISG,PRDM1,2.2615174843666956,0.012488586179601193
highISG,STAT6,2.0650060636958143,0.012522447397627354
highISG,STAT4,2.3168229719115496,0.01295679028618164
highISG,RBPJ,4.283596990133571,0.01311766441124862
highISG,TP73,2.283188738067831,0.014528553140910632
highISG,FOXL2,2.0032696996800015,0.01456967135538192
highISG,SPIB,3.8155366078659525,0.018498821886528447
highISG,SOX10,1.8807552969118657,0.019627196213630488
highISG,POU2F2,5.243123158184417,0.019705232343842933
highISG,ELF1,2.331257532391689,0.020829051077301687
highISG,ATF1,2.2613294244630513,0.021279001363958102
highISG,AHR,3.367826412944027,0.02181402390374715
highISG,OTX2,2.2262552905228845,0.02223374574514159
highISG,MEIS1,3.1914194950244865,0.02288545264375529
highISG,BCL6,-2.342690838159391,0.02292425888688949
highISG,NFIC,-1.6718866988149825,0.02345831544040456
highISG,NFATC1,2.4298510616740625,0.025990746510288956
highISG,LHX2,1.982732109088598,0.027470666425449437
highISG,SMAD2,2.6231760201179033,0.02751985817847001
highISG,CDX2,1.537836337851242,0.03094197310057423
highISG,MYCN,2.4251858638879575,0.03108381725415559
highISG,ETS2,2.1059525434036286,0.03134630691532931
highISG,RFXANK,3.157513071550092,0.03472248405311892
highISG,RFXAP,3.157513071550092,0.03472248405311892
highISG,STAT5A,1.691185401656492,0.03708820646614604
highISG,HMBOX1,-2.411719897251487,0.03827439980352328
highISG,POU2F1,1.765741865552204,0.038432448656137985
highISG,ESR1,1.920168883039783,0.039031112424411075
highISG,SMAD1,2.184313939516836,0.03989153071996481
highISG,E2F1,3.7097051622811725,0.039922384784013
highISG,USF2,1.7791155260401441,0.040040688730110456
highISG,RFX5,2.9717753101853934,0.040615266410321024
highISG,IRF4,3.0892607990701446,0.040638438139106656
highISG,ETS1,2.5913074529805393,0.04309503231776068
highISG,FOS,2.0723180474441674,0.04675055629888978
highISG,PBX2,2.3696792169642498,0.04815049967672183
highISG,KLF6,1.8568004256460073,0.04817874389641693
highISG,SREBF1,2.5198006441339054,0.04906184842432555
highISG,SIX5,-3.3384496550142067,0.04989370795264893
Diff,STAT2,7.684428246736228,3.0308041628448755e-6
Diff,IRF9,4.547058552280887,4.973752855389117e-6
Diff,CLOCK,-2.956935671433203,7.24026936382526e-4
Diff,PAX5,-2.839313588039447,0.002275236639679636
Diff,MAF,-2.432146584614208,0.0030005478619599705
Diff,NR2F1,-3.093244580799672,0.0038426155810046166
Diff,KLF1,-2.401058307615174,0.004680310482315501
Diff,EBF1,-3.0613515760042693,0.005468821639920217
Diff,CTCFL,-2.601197995839996,0.005563405862787968
Diff,TGIF2,2.2188090351241296,0.006327632892338842
Diff,TBX21,-4.257796401052783,0.007361568467573497
Diff,ATF6,2.1091868291762985,0.008947971102392887
Diff,KLF9,-2.8129680480880332,0.009017298437145558
Diff,BCL11A,-2.4798503705857513,0.010628253327940311
Diff,RUNX1,-2.381048427579384,0.010705473531099264
Diff,DNMT3B,-1.7047859043325435,0.012605100152762104
Diff,MEF2B,-1.8640320856425967,0.013252199444849422
Diff,ARID3A,-1.9446044075554636,0.01528576812807238
Diff,PRDM14,-3.4615733278000724,0.02067982421039827
Diff,NEUROD1,-1.7028251628003084,0.021766912657581607
Diff,MXI1,2.2220020190179817,0.02187295526516013
Diff,FOXP2,1.5674040194258958,0.022773529580352798
Diff,LYL1,-3.6665879848308123,0.02350679174409663
Diff,STAT1,3.5523559377522247,0.024253267595554275
Diff,E2F7,-1.2513003662864226,0.025066416797843976
Diff,STAT6,1.5018303602499563,0.025619254812328313
Diff,MYOD1,-1.8061798320007578,0.02664390900154597
Diff,ZNF263,4.461275118767965,0.027195174742889464
Diff,KLF4,1.4469792236569126,0.02980879770751179
Diff,GATAD1,-1.799544402735962,0.03036390635458894
Diff,NR2F6,1.3692221829209401,0.030739319896002676
Diff,ELF5,1.0295330804000118,0.03137009675490531
Diff,EOMES,-1.3743381643990562,0.03285018701757993
Diff,KLF13,1.5730753633119874,0.03420261575515361
Diff,UBTF,-1.967504506509799,0.03832582753568721
Diff,MITF,-1.1334164417533246,0.03942695195850436
Diff,ELK4,1.0536862339695474,0.04760126854818096
Diff,IRF4,-2.4330033018705537,0.04937826178287572
